  1  3  5  303   4.50   4.50
  1  3  6  303   4.50   4.50
  1  3  7  303   4.50   4.50
  1  3  8  303   4.50   4.50
  1  3  9  303   4.50   4.50
  1  3 10  303   4.50   4.50
  1  3 11  303   4.50   4.50
  1  3 12  303   4.50   4.50
  1  3 13  303   4.50   4.50
  1  3 14  303   4.50   4.50
  1  3 15  303   4.50   4.50
  1  3 16  303   4.50   4.50
  1  3 17  303   4.50   4.50
  1  3 18  303   4.50   4.50
  1  3 19  303   4.50   4.50
  1  3 20  303   4.50   4.50
  1  3 21  303   4.50   4.50
  1  3 22  303   4.50   4.50
  1  3 23  303   4.50   4.50
  1  3 24  303   4.50   4.50
  1  3 25  303   4.50   4.50
  1  3 26  303   4.50   4.50
  1  3 27  303   4.50   4.50
  1  3 28  303   4.50   4.50
  1  3 29  303   4.50   4.50
  1  3 30  303   4.50   4.50
  1  3 31  303   4.50   4.50
  1  3 32  303   4.50   4.50
  1  3 33  303   4.50   4.50
  1  3 34  303   4.50   4.50
  1  3 35  303   4.50   4.50
  1  3 36  303   4.50   4.50
  1  3 37  303   4.50   4.50
  1  3 38  303   4.50   4.50
  1  3 39  303   4.50   4.50
  1  3 40  303   4.50   4.50
  2  2  1  317   4.50   4.50
  2  2  2  332   4.50   4.50
  2  2  3  346   4.50   4.50
  2  2  4  358   4.50   4.50
  2  2  5  369   4.50   4.50
  2  2  6  379   4.50   4.50
  2  2  7  388   4.50   4.50
  2  2  8  396   4.50   4.50
  2  2  9  402   4.50   4.50
  2  2 10  407   4.50   4.50
  2  2 11  410   4.50   4.50
  2  2 12  413   4.50   4.50
  2  2 13  414   4.50   4.50
  2  2 14  414   4.50   4.50
  2  2 15  413   4.50   4.50
  2  2 16  410   4.50   4.50
  2  2 17  406   4.50   4.50
  2  2 18  401   4.50   4.50
  2  2 19  395   4.50   4.50
  2  2 20  387   4.50   4.50
  2  2 21  378   4.50   4.50
  2  2 22  368   4.50   4.50
  2  2 23  356   4.50   4.50
  2  2 24  344   4.50   4.50
  2  1  1  300   4.50   4.50
  2  1  2  306   4.50   4.50
  2  1  3  310   4.50   4.50
  2  1  4  315   4.50   4.50
  2  1  5  319   4.50   4.50
  2  1  6  323   4.50   4.50
  2  1  7  327   4.50   4.50
  2  1  8  331   4.50   4.50
  2  1  9  334   4.50   4.50
  2  1 10  337   4.50   4.50
  2  1 11  340   4.50   4.50
  2  1 12  342   4.50   4.50
  2  1 13  344   4.50   4.50
  2  1 14  346   4.50   4.50
  2  1 15  347   4.50   4.50
  2  1 16  349   4.50   4.50
  2  1 17  350   4.50   4.50
  2  1 18  350   4.50   4.50
  2  1 19  351   4.50   4.50
  2  1 20  351   4.50   4.50
  2  1 21  351   4.50   4.50
  2  1 22  350   4.50   4.50
  2  1 23  350   4.50   4.50
  2  1 24  349   4.50   4.50
  2  1 25  347   4.50   4.50
  2  1 26  346   4.50   4.50
  2  1 27  344   4.50   4.50
  2  1 28  342   4.50   4.50
  2  1 29  340   4.50   4.50
  2  1 30  337   4.50   4.50
  2  1 31  334   4.50   4.50
  2  1 32  331   4.50   4.50
  2  1 33  327   4.50   4.50
  2  1 34  323   4.50   4.50
  2  1 35  319   4.50   4.50
  2  1 36  315   4.50   4.50
  2  1 37  310   4.50   4.50
  2  1 38  306   4.50   4.50
  2  1 39  300   4.50   4.50
  2  1 40  295   4.50   4.50
  2  4  1  315   4.50   4.50
  2  4  2  328   4.50   4.50
  2  4  3  339   4.50   4.50
  2  4  4  350   4.50   4.50
  2  4  5  360   4.50   4.50
  2  4  6  368   4.50   4.50
  2  4  7  376   4.50   4.50
  2  4  8  382   4.50   4.50
  2  4  9  387   4.50   4.50
  2  4 10  392   4.50   4.50
  2  4 11  395   4.50   4.50
  2  4 12  397   4.50   4.50
  2  4 13  399   4.50   4.50
  2  4 14  399   4.50   4.50
  2  4 15  398   4.50   4.50
  2  4 16  396   4.50   4.50
  2  4 17  393   4.50   4.50
  2  4 18  389   4.50   4.50
  2  4 19  384   4.50   4.50
  2  4 20  378   4.50   4.50
  2  4 21  371   4.50   4.50
  2  4 22  363   4.50   4.50
  2  4 23  354   4.50   4.50
  2  4 24  344   4.50   4.50
  2  3  1  264   4.50   4.50
  2  3  2  273   4.50   4.50
  2  3  3  281   4.50   4.50
  2  3  4  289   4.50   4.50
  2  3  5  296   4.50   4.50
  2  3  6  303   4.50   4.50
  2  3  7  309   4.50   4.50
  2  3  8  315   4.50   4.50
  2  3  9  321   4.50   4.50
  2  3 10  326   4.50   4.50
  2  3 11  331   4.50   4.50
  2  3 12  335   4.50   4.50
  2  3 13  339   4.50   4.50
  2  3 14  342   4.50   4.50
  2  3 15  345   4.50   4.50
  2  3 16  347   4.50   4.50
  2  3 17  349   4.50   4.50
  2  3 18  350   4.50   4.50
  2  3 19  351   4.50   4.50
  2  3 20  352   4.50   4.50
  2  3 21  352   4.50   4.50
  2  3 22  351   4.50   4.50
  2  3 23  350   4.50   4.50
  2  3 24  349   4.50   4.50
  2  3 25  347   4.50   4.50
  2  3 26  345   4.50   4.50
  2  3 27  342   4.50   4.50
  2  3 28  339   4.50   4.50
  2  3 29  335   4.50   4.50
  2  3 30  331   4.50   4.50
  2  3 31  326   4.50   4.50
  2  3 32  321   4.50   4.50
  2  3 33  316   4.50   4.50
  2  3 34  310   4.50   4.50
  2  3 35  304   4.50   4.50
  2  3 36  297   4.50   4.50
  2  3 37  289   4.50   4.50
  2  3 38  282   4.50   4.50
  2  3 39  273   4.50   4.50
  2  3 40  265   4.50   4.50
